Order_ID,Fecha,Categoria,Producto,Codigo_Producto,Canal,Region,Precio_Unitario,Costo_Unitario,Descuento,Cantidad,Ventas,Cliente_ID
70691,2024-11-13,Muebles,Archivador Metálico,840,Tienda Física,Centro,144.52,394.2,0.15,5,722.62,1056
22493,2022-05-19,Muebles,Estantería,459,Mayorista,Norte,374.73,668.55,0.0,5,1873.64,8497
66341,2024-10-05,Muebles,Silla Ergonómica,811,Mayorista,Oeste,408.6,382.8,0.0,4,1634.38,2413
86582,2024-04-26,Oficina,Papel A4,805,Online,Oeste,74.33,85.09,0.05,3,222.99,1136
62786,2023-02-27,Oficina,Carpetas,773,Online,Norte,20.96,70.39,0.15,5,104.8,1101
25129,2022-09-30,Oficina,Grapadora,300,Mayorista,Oeste,24.02,43.33,0.0,4,96.1,8688
19808,2023-04-15,Tecnología,Mouse Logitech,346,Mayorista,Norte,677.13,835.13,0.05,3,2031.38,nan
69025,2023-10-06,Muebles,Mesa Reuniones,783,Tienda Física,Este,267.86,613.2,0.15,1,267.86,2745
76467,2023-08-23,Tecnología,Monitor LG,725,Distribuidor,Oeste,563.78,582.21,0.0,3,1691.35,9657
33514,2024-08-09,Tecnología,Mouse Logitech,123,Distribuidor,Norte,255.82,285.58,0.2,5,1279.09,3176
54239,2024-02-25,Oficina,Carpetas,830,Mayorista,Centro,9.7,9.54,0.05,1,9.7,9079
17358,2022-11-06,Oficina,Grapadora,512,Mayorista,Norte,20.91,37.25,0.2,5,104.57,8947
92857,2022-04-05,Muebles,Silla Ergonómica,456,Mayorista,Sur,92.82,214.64,0.0,1,92.82,7901
80641,2024-02-26,Muebles,Silla Ergonómica,715,Mayorista,Sur,50.42,162.52,0.2,2,-100.84,3747
92406,2023-10-08,Tecnología,Teclado Mecánico,421,Mayorista,Norte,425.4,796.8,0.05,1,425.4,1653
96397,2022-03-28,Oficina,Grapadora,310,Mayorista,Sur,72.68,92.31,0.05,2,145.35,1300
98501,2022-03-06,Tecnología,Mouse Logitech,942,Distribuidor,Centro,184.17,134.19,0.2,3,552.5,3617
87467,2024-12-16,Tecnología,Webcam HD,435,Tienda Física,Norte,188.04,183.76,0.1,3,564.13,2829
85007,2023-05-31,Oficina,Papel A4,459,Mayorista,Norte,43.29,82.62,0.0,5,216.46,7636
16828,2023-09-14,Oficina,Grapadora,427,Mayorista,Este,17.36,18.06,0.0,1,17.36,7840
78655,2022-05-21,Muebles,Archivador Metálico,195,Online,Norte,487.42,486.44,0.1,2,974.83,4527
27945,2023-10-25,Oficina,Carpetas,161,Mayorista,Oeste,17.83,50.15,0.15,4,71.32,2942
47722,2024-06-05,Tecnología,Teclado Mecánico,651,Distribuidor,Este,108.64,249.81,0.1,3,325.91,4787
97525,2022-12-10,Oficina,Bolígrafos,947,Tienda Física,Centro,15.83,38.28,0.1,3,47.5,8009
30141,2024-05-07,Oficina,Grapadora,999,Tienda Física,Este,26.92,47.73,0.1,2,53.84,9688
92795,2024-04-12,Oficina,Calculadora,911,Tienda Física,Norte,11.5,22.99,0.2,1,11.5,5077
16286,2023-03-20,Muebles,Estantería,668,Online,Oeste,460.78,398.33,0.2,1,460.78,4344
99812,2024-11-28,Muebles,Archivador Metálico,426,Online,Sur,587.42,567.55,0.15,4,2349.68,9290
24235,2023-10-09,Oficina,Grapadora,473,Distribuidor,Norte,18.73,65.05,0.1,3,56.19,9088
11175,2024-01-12,Oficina,Carpetas,624,Distribuidor,Este,13.23,48.14,0.05,2,26.46,9387
60640,2023-02-27,Muebles,Archivador Metálico,752,Mayorista,Sur,72.12,210.11,0.0,1,72.12,1090
20019,2024-11-04,Oficina,Carpetas,167,Distribuidor,Oeste,44.38,69.03,0.05,3,133.15,7449
55922,2022-11-02,Oficina,Grapadora,113,Mayorista,Sur,22.76,76.44,0.1,1,22.76,2969
57733,2023-03-15,Muebles,Silla Ergonómica,974,Tienda Física,Sur,215.16,535.56,0.1,1,215.16,5017
88664,2024-03-06,Muebles,Escritorio Ejecutivo,460,Tienda Física,Norte,265.25,658.2,0.1,3,795.74,2533
18733,2023-10-08,Tecnología,Teclado Mecánico,783,Online,Este,153.7,284.58,0.05,2,307.4,9416
37682,2023-07-08,Oficina,Carpetas,741,Distribuidor,Norte,103.44,47.42,0.15,3,310.33,7776
76233,2023-07-09,Muebles,Estantería,554,Distribuidor,Este,1057.26,556.13,0.1,3,3171.78,7948
99996,2024-05-10,Oficina,Carpetas,968,Distribuidor,Este,48.69,55.46,0.2,1,48.69,3967
89870,2024-12-17,Oficina,Papel A4,796,Online,Este,7.84,18.96,0.0,4,31.38,1426
34172,2024-11-29,Oficina,Papel A4,662,Online,Este,72.48,48.35,0.05,2,144.96,6187
37620,2023-10-17,Muebles,Estantería,971,Distribuidor,Sur,136.75,415.19,0.2,1,136.75,8497
42117,2024-08-02,Oficina,Papel A4,169,Distribuidor,Norte,31.51,38.68,0.1,3,94.52,8233
91861,2024-02-06,Tecnología,Laptop Dell,997,Distribuidor,Este,343.44,746.04,0.15,2,686.87,2533
57357,2023-09-05,Tecnología,Teclado Mecánico,430,Tienda Física,Sur,246.85,745.73,0.05,2,493.7,7782
12990,2022-06-17,Tecnología,Webcam HD,569,Tienda Física,Centro,582.24,615.62,0.0,2,1164.49,5050
76992,2022-12-19,Muebles,Archivador Metálico,644,Mayorista,Norte,334.75,680.42,0.15,5,1673.77,1094
82480,2023-08-21,Muebles,Mesa Reuniones,736,Online,Sur,242.91,316.95,0.05,5,1214.56,nan
34589,2022-04-20,Oficina,Grapadora,532,Tienda Física,Este,21.02,67.93,0.1,4,84.06,9079
16313,2023-12-02,Muebles,Escritorio Ejecutivo,501,Distribuidor,Este,115.94,393.91,0.15,2,231.89,2886
89914,2022-09-16,Tecnología,Monitor LG,137,Distribuidor,Este,85.2,152.27,0.0,2,170.41,7776
22400,2023-11-01,Oficina,Calculadora,487,Tienda Física,Centro,14.13,40.65,0.15,1,14.13,6202
79375,2022-03-18,Oficina,Bolígrafos,875,Online,Centro,40.62,75.88,0.1,4,162.5,2979
53436,2024-12-17,Tecnología,Teclado Mecánico,760,Tienda Física,Este,222.3,525.37,0.1,5,1111.52,9183
48972,2023-01-03,Tecnología,Teclado Mecánico,278,Tienda Física,Este,323.72,289.89,0.05,4,1294.89,8406
31699,2023-09-23,Tecnología,Laptop Dell,582,Distribuidor,Centro,327.88,741.32,0.1,3,983.65,2442
65421,2024-02-23,Muebles,Escritorio Ejecutivo,419,Mayorista,Oeste,114.59,261.26,0.15,5,572.95,1123
59930,2024-06-20,Muebles,Escritorio Ejecutivo,871,Mayorista,Este,221.56,478.33,0.15,3,664.69,8869
14208,2022-10-05,Oficina,Papel A4,803,Online,Oeste,44.89,98.84,0.0,5,224.45,7533
60388,2023-03-14,Tecnología,Laptop Dell,337,Tienda Física,Sur,211.72,561.58,0.2,1,211.72,1653
22660,2022-12-24,Muebles,Estantería,808,Tienda Física,Oeste,181.57,301.86,0.2,2,363.14,9801
64685,2024-02-13,Muebles,Archivador Metálico,554,Mayorista,Oeste,112.75,275.78,0.05,5,563.77,nan
26382,2024-11-08,Muebles,Escritorio Ejecutivo,351,Distribuidor,Centro,380.06,701.49,0.1,5,1900.3,6800
96002,2022-12-24,Tecnología,Webcam HD,598,Mayorista,Centro,364.12,626.16,0.05,1,364.12,3410
45848,2024-09-22,Tecnología,Mouse Logitech,286,Tienda Física,Oeste,512.73,676.28,0.0,5,2563.65,1151
80268,2022-08-25,Oficina,Calculadora,540,Mayorista,Sur,63.12,57.51,0.0,1,63.12,8798
81306,2022-05-31,Muebles,Escritorio Ejecutivo,309,Online,Centro,258.98,661.92,0.1,1,258.98,2607
36548,2022-01-18,Oficina,Papel A4,397,Online,Norte,6.02,25.37,0.05,4,24.08,6944
89251,2023-03-24,Muebles,Estantería,914,Mayorista,Oeste,175.42,370.31,0.0,4,701.67,6546
97410,2023-03-20,Oficina,Bolígrafos,944,Mayorista,Norte,51.48,43.65,0.0,3,154.45,4206
47969,2024-11-02,Muebles,Escritorio Ejecutivo,784,Online,Oeste,398.13,560.68,0.2,1,398.13,3533
92797,2023-04-20,Muebles,Silla Ergonómica,661,Distribuidor,Centro,145.51,252.01,0.1,1,145.51,2419
79817,2023-09-25,Tecnología,Webcam HD,412,Distribuidor,Oeste,278.78,764.5,0.15,4,1115.12,6304
44083,2023-05-19,Muebles,Mesa Reuniones,260,Online,Este,674.22,568.39,0.05,3,2022.66,2634
39578,2022-06-26,Oficina,Carpetas,133,Mayorista,Centro,43.1,64.78,0.05,1,43.1,5267
14226,2022-11-14,Tecnología,Laptop Dell,715,Mayorista,Centro,197.28,875.74,0.1,1,197.28,9048
29817,2024-07-11,Muebles,Escritorio Ejecutivo,433,Tienda Física,Norte,588.69,559.82,0.2,2,1177.38,4056
90960,2022-06-07,Tecnología,Monitor LG,535,Mayorista,Este,487.64,763.51,0.2,4,1950.54,7008
29677,2024-10-20,Oficina,Carpetas,750,Tienda Física,Norte,16.17,34.83,0.0,2,32.34,1352
44525,2023-10-27,Tecnología,Mouse Logitech,241,Online,Centro,249.48,352.49,0.15,3,748.45,3170
41579,2022-05-10,Tecnología,Monitor LG,792,Mayorista,Norte,494.63,656.96,0.0,2,989.26,1158
10786,2023-09-07,Oficina,Calculadora,247,Online,Este,25.04,70.92,0.15,2,50.09,9250
41681,2024-05-16,Muebles,Estantería,183,Mayorista,Oeste,189.22,382.4,0.2,1,189.22,4531
57345,2023-09-22,Muebles,Mesa Reuniones,816,Mayorista,Centro,143.39,374.76,0.15,5,716.94,2798
59912,2023-01-04,Oficina,Papel A4,679,Mayorista,Oeste,20.14,27.78,0.2,3,60.41,2942
84179,2023-07-22,Oficina,Grapadora,487,Mayorista,Este,46.49,59.81,0.05,3,139.46,8345
22909,2024-11-11,Oficina,Carpetas,917,Online,Sur,20.45,61.58,0.0,5,102.25,5299
14673,2024-10-25,Muebles,Silla Ergonómica,330,Mayorista,Este,532.67,599.82,0.1,5,2663.34,1127
25675,2022-03-30,Muebles,Mesa Reuniones,589,Mayorista,Este,192.0,615.79,0.1,3,576.0,6916
39089,2022-05-18,Tecnología,Monitor LG,295,Online,Este,132.47,541.65,0.0,5,662.36,9358
28908,2023-04-12,Oficina,Papel A4,504,Online,Oeste,16.35,17.98,0.1,1,16.35,5999
66270,2022-05-25,Muebles,Mesa Reuniones,569,Mayorista,Centro,75.16,207.88,0.2,1,75.16,5204
37037,2024-01-01,Muebles,Escritorio Ejecutivo,449,Mayorista,Este,192.21,540.28,0.05,1,192.21,1628
75159,2024-02-06,Oficina,Calculadora,457,Tienda Física,Sur,20.14,51.41,0.2,1,20.14,4366
86094,2024-11-17,Oficina,Papel A4,533,Distribuidor,Oeste,28.49,88.34,0.2,2,56.98,3865
12519,2023-11-22,Muebles,Archivador Metálico,638,Distribuidor,Oeste,183.0,670.55,0.1,4,731.99,2413
17728,2023-11-04,Muebles,Escritorio Ejecutivo,247,Tienda Física,Centro,137.61,349.53,0.2,1,137.61,1719
93154,2022-11-27,Oficina,Grapadora,252,Mayorista,Este,17.34,38.35,0.05,3,52.01,9416
35087,2022-02-15,Oficina,Carpetas,558,Distribuidor,Sur,20.09,67.82,0.1,1,20.09,2225
24726,2022-03-24,Oficina,Carpetas,373,Online,Centro,16.98,31.39,0.1,3,50.94,5097
92309,2022-06-21,Oficina,Papel A4,325,Distribuidor,Sur,53.38,29.4,0.1,2,106.77,3280
66568,2023-07-16,Tecnología,Webcam HD,620,Online,Norte,231.93,395.3,0.15,5,1159.63,3360
72990,2024-01-27,Muebles,Silla Ergonómica,510,Tienda Física,Oeste,138.44,460.12,0.2,4,553.78,2860
66774,2023-07-17,Tecnología,Webcam HD,254,Online,Norte,295.59,617.95,0.05,1,295.59,nan
55162,2022-04-28,Muebles,Estantería,219,Online,Oeste,129.82,230.72,0.0,1,129.82,2443
43640,2023-10-16,Muebles,Estantería,985,Online,Sur,168.43,528.46,0.2,3,505.28,8778
95597,2024-01-21,Oficina,Carpetas,446,Online,Norte,10.09,33.73,0.2,4,40.34,6277
61559,2024-01-18,Oficina,Carpetas,618,Distribuidor,Centro,12.89,65.78,0.15,5,64.46,8078
95015,2022-04-04,Tecnología,Monitor LG,633,Distribuidor,Este,147.97,158.12,0.05,2,295.94,9387
40330,2022-02-18,Tecnología,Webcam HD,437,Mayorista,Este,520.94,767.51,0.0,3,1562.82,4651
24275,2022-09-24,Tecnología,Mouse Logitech,736,Online,Norte,168.32,231.27,0.0,1,168.32,2411
48021,2023-12-02,Muebles,Silla Ergonómica,213,Online,Norte,111.05,366.87,0.0,4,444.2,8159
19150,2024-03-23,Oficina,Calculadora,370,Distribuidor,Sur,20.9,35.44,0.1,5,104.48,9679
86128,2024-03-26,Muebles,Silla Ergonómica,639,Tienda Física,Norte,189.15,442.9,0.0,5,945.77,5336
78233,2024-02-29,Oficina,Papel A4,222,Online,Sur,24.69,83.97,0.0,4,98.76,8801
81258,2022-09-13,Tecnología,Monitor LG,201,Tienda Física,Norte,246.12,717.7,0.1,4,984.46,8702
60227,2022-09-21,Tecnología,Webcam HD,525,Mayorista,Sur,222.04,331.93,0.0,4,888.18,3967
41880,2024-09-27,Tecnología,Monitor LG,491,Mayorista,Oeste,442.82,556.63,0.0,2,885.64,7008
78226,2023-09-05,Oficina,Bolígrafos,839,Online,Centro,29.6,84.8,0.05,1,29.6,6217
19351,2022-02-28,Tecnología,Laptop Dell,764,Online,Este,391.48,745.52,0.15,5,1957.42,3177
87839,2023-06-08,Muebles,Mesa Reuniones,941,Mayorista,Este,315.47,524.13,0.1,5,1577.33,6643
14843,2022-12-25,Muebles,Escritorio Ejecutivo,424,Distribuidor,Norte,110.62,317.52,0.1,3,331.87,9290
49078,2024-05-10,Tecnología,Monitor LG,208,Distribuidor,Norte,293.2,376.59,0.0,4,1172.78,8662
44994,2023-10-25,Muebles,Mesa Reuniones,291,Distribuidor,Centro,136.74,407.56,0.0,5,683.71,8662
59965,2023-06-06,Oficina,Papel A4,431,Distribuidor,Oeste,23.88,24.85,0.15,3,71.63,9688
12087,2024-06-13,Oficina,Carpetas,765,Tienda Física,Norte,14.15,26.5,0.1,3,42.45,nan
39066,2023-06-22,Muebles,Archivador Metálico,841,Mayorista,Centro,284.28,662.14,0.15,2,568.56,4893
42504,2022-04-17,Oficina,Papel A4,943,Distribuidor,Norte,14.3,28.7,0.0,1,14.3,7017
30623,2024-05-18,Tecnología,Webcam HD,965,Tienda Física,Este,667.47,713.76,0.05,1,667.47,7914
31799,2022-01-28,Tecnología,Monitor LG,379,Online,Oeste,137.75,339.75,0.1,5,688.74,9304
67324,2023-05-10,Tecnología,Mouse Logitech,390,Distribuidor,Oeste,611.79,726.48,0.05,3,1835.38,1920
49121,2024-10-17,Tecnología,Mouse Logitech,643,Tienda Física,Oeste,185.59,545.66,0.0,3,556.76,1224
29732,2024-01-31,Tecnología,Teclado Mecánico,797,Tienda Física,Oeste,882.92,746.68,0.1,1,882.92,2578
72801,2022-10-14,Oficina,Grapadora,447,Distribuidor,Oeste,24.68,80.92,0.1,2,49.36,2799
69990,2024-09-02,Muebles,Mesa Reuniones,271,Online,Norte,179.82,296.85,0.1,1,179.82,2411
46878,2024-01-15,Muebles,Mesa Reuniones,494,Distribuidor,Este,152.29,602.44,0.1,3,456.87,3410
94741,2023-02-21,Tecnología,Webcam HD,140,Tienda Física,Sur,144.49,327.72,0.1,4,577.97,6852
40183,2022-08-25,Muebles,Escritorio Ejecutivo,711,Mayorista,Norte,231.46,225.09,0.0,3,694.38,5017
12851,2022-08-02,Tecnología,Webcam HD,830,Mayorista,Norte,211.77,488.07,0.05,1,211.77,9502
65348,2023-02-27,Tecnología,Monitor LG,474,Distribuidor,Este,136.34,473.68,0.1,2,272.67,2611
94143,2024-06-12,Oficina,Calculadora,267,Tienda Física,Centro,39.71,66.47,0.1,4,158.83,7636
56100,2023-12-06,Muebles,Silla Ergonómica,392,Online,Centro,47.06,236.8,0.05,4,188.26,4172
